BoroCD_code,CORRIDOR,CrossStree,ENFORCEMENT_START,FROM_STREET,FromStreet,Install_Date,MainStreet,Name,OBJECTID,OnStreet,Shape_Area,Shape_Length,Street1,Street2,TO_STREET,ToStreet,YR,Year,completion,date_insta,end_date,from_stree,geometry_x,geometry_y,humps,on_street,pjct_name,sip_year,source_layer_id,sq_mi,to_street,treatment_
,,,,,,,,,161,,,,,,,,,,1543622400000,,,,999304.3724383414,227192.10636100173,,,,,142,,,"Daylighting, Wedge markings, Flexible Delineators"
,,,,,,,,,164,,,,,,,,,,1544486400000,,,,1000399.4850775003,157950.16807350516,,,,,142,,,19' Rubber Speed Bump
,,,,,,,,,168,,,,,,,,,,1544486400000,,,,1012757.0781444311,186018.14277733862,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,170,,,,,,,,,,1544486400000,,,,1019699.0718063414,188374.89429742098,,,,,142,,,10' & 6' Rubber Speed Bumps
,,,,,,,,,172,,,,,,,,,,1543622400000,,,,1001104.5194285959,227430.78140859306,,,,,142,,,"Daylighting, Box Markings, Flexible Delineator"
,,,,,,,,,177,,,,,,,,,,1543449600000,,,,1020106.7973688394,259311.44500933588,,,,,142,,,19' Rubber Speed Bump
,,,,,,,,,178,,,,,,,,,,1543449600000,,,,1021094.9810880125,253114.31862409413,,,,,142,,,Quick Kurb to X-Walk & 6' Rubber Speed Bump
,,,,,,,,,181,,,,,,,,,,1543881600000,,,,1048146.5808560848,216352.64214758575,,,,,142,,,6' & 19 ' Rubber Speed Bumps
,,,,,,,,,195,,,,,,,,,,1543449600000,,,,1030489.3911049217,214264.24310916662,,,,,142,,,Quick Kurb to X-Walk & 6' Rubber Speed Bump
,,,,,,,,,196,,,,,,,,,,1523491200000,,,,1032518.7144740969,214886.3353689164,,,,,142,,,"Daylighting, Box markings, (1) 6' Rubber speed bumps & (1) 19' Rubber speed bump"
,,,,,,,,,200,,,,,,,,,,1543881600000,,,,987084.0789655894,171449.0777554214,,,,,142,,,"Daylighting, Box Markings, 10' Rubber Speed Bumps"
,,,,,,,,,214,,,,,,,,,,1544054400000,,,,999792.1503341794,193662.27053366601,,,,,142,,,Quick Kurb to Stopbar with 10' & 6' Rubber Speed Bumps
,,,,,,,,,225,,,,,,,,,,1545091200000,,,,1040601.234070167,194557.6201209277,,,,,142,,,"Box & Wedge markings, Flexible Delineators, 6; Rubber Speed Bumps"
,,,,,,,,,230,,,,,,,,,,1544832000000,,,,1009562.5930635929,250359.2880449295,,,,,142,,,"Daylighting, Wedge Markings, 10' & 19' Rubber Speed Bumps"
,,,,,,,,,232,,,,,,,,,,1544054400000,,,,1016557.6771705002,211238.20618225634,,,,,142,,,"Daylighting, Box Markings, 10' Rubber Speed Bumps"
,,,,,,,,,234,,,,,,,,,,1543449600000,,,,1014295.1193596721,253236.98898242414,,,,,142,,,Wedge Markings & Flexible Delineators
,,,,,,,,,241,,,,,,,,,,1544054400000,,,,962621.6787435114,171764.46163909137,,,,,142,,,"Quick Kurb to Stopbar, 6' & 19' Rubber Speed Bumps"
,,,,,,,,,244,,,,,,,,,,1543881600000,,,,986299.5332905948,158998.4500976652,,,,,142,,,"Quick Kurb to Stopbar, Daylighting, Box Markings, 6' & 10' Rubber SPeed Bumps"
,,,,,,,,,256,,,,,,,,,,1544659200000,,,,995861.1575400084,153337.43451683223,,,,,142,,,19' & 6 Rubber Speed Bumps
,,,,,,,,,262,,,,,,,,,,1544659200000,,,,996006.698587507,173428.33527983725,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,267,,,,,,,,,,1544054400000,,,,995736.5449283421,187656.30518342555,,,,,142,,,Quick Kurb to Crosswalk & Rubber Speed Bump
,,,,,,,,,270,,,,,,,,,,1543881600000,,,,996600.152125001,186138.71635508537,,,,,142,,,Slow Turn Box with 10' Rubber Speed Bumps
,,,,,,,,,274,,,,,,,,,,1544486400000,,,,999151.4134266675,187101.04382675886,,,,,142,,,Quick Kurb to Stopbar and 10' & 6' Rubber Speed Bump
,,,,,,,,,275,,,,,,,,,,1544054400000,,,,990027.1045755893,191933.62930592895,,,,,142,,,Quick Kurb & 6 Rubber Speed Bump
,,,,,,,,,280,,,,,,,,,,1543622400000,,,,982774.2453936785,200962.91538117826,,,,,142,,,"Daylighting markings, Box Markings & 6' Rubber Speed Bumps"
,,,,,,,,,281,,,,,,,,,,1544572800000,,,,982778.1590997577,202256.59684892,,,,,142,,,"Quick Kurb, Wedge Markings & 10' Rubber Speed Bumps"
,,,,,,,,,288,,,,,,,,,,1543190400000,,,,987663.539748922,206184.1053980887,,,,,142,,,Slow Turn Box & 6' Rubber Speed Bump
,,,,,,,,,300,,,,,,,,,,1543622400000,,,,985657.0247330964,214450.112488091,,,,,142,,,"Daylighting, Box Markings, 6' Rubber Speed Bumps"
,,,,,,,,,307,,,,,,,,,,1544486400000,,,,989733.702931419,210968.03283809125,,,,,142,,,"Daylighting, Wedge Markings, 10' Rubber Speed Bumps"
,,,,,,,,,328,,,,,,,,,,1543881600000,,,,1000556.6202619225,187001.76581008732,,,,,142,,,"Dayighting, Box Markings, Pegatracks, Quick Kurb to stopbar, 10' & 6' Rubber Speed Bumps"
,,,,,,,,,329,,,,,,,,,,1544054400000,,,,1001775.7421675026,182404.29173733294,,,,,142,,,Slow Turn Box with Flexible Delineators
,,,,,,,,,331,,,,,,,,,,1543881600000,,,,1001613.7113235891,186926.55270592868,,,,,142,,,"Daylighting, Box Markings, Flexible Delineators, Quick Kurb, 6' & 10' Rubber Speed Bumps"
,,,,,,,,,332,,,,,,,,,,1544054400000,,,,1002431.0361325145,180677.20857733488,,,,,142,,,"Daylighting, Box Markings, Pegatracks, 19' Rubber SPeed Bump & FLexible Delineators"
,,,,,,,,,349,,,,,,,,,,1531180800000,,,,1012918.9643035978,214137.7935589254,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,351,,,,,,,,,,1531180800000,,,,1013434.5469338447,214209.32852083445,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,353,,,,,,,,,,1529712000000,,,,1016008.9577955008,214567.2415189296,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,355,,,,,,,,,,1529712000000,,,,1017039.1525855064,214712.39510001242,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,356,,,,,,,,,,1529712000000,,,,1018068.9700796753,214854.95715083182,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,358,,,,,,,,,,1529712000000,,,,1019252.5700746775,215025.859040007,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,389,,,,,,,,,,1544486400000,,,,998608.3338041753,171942.4363487512,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,393,,,,,,,,,,1543881600000,,,,996650.0896891803,186731.60230842233,,,,,142,,,"Wedge Markings, Quick Kurb to X-Walk, 6' Rubber Speed Bump"
,,,,,,,,,394,,,,,,,,,,1544486400000,,,,998241.0215466768,187165.01679591835,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,395,,,,,,,,,,1523491200000,,,,999789.7192366719,187055.83066259325,,,,,142,,,10' RUbber SPeed Bump to Crosswalk & 6' Rubber Speed Bump into intersection
,,,,,,,,,396,,,,,,,,,,1543622400000,,,,986244.1921939254,209938.861668095,,,,,142,,,Quick Kurb ro Stopbar
,,,,,,,,,411,,,,,,,,,,1543449600000,,,,1035029.2274976671,195248.96355450153,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,412,,,,,,,,,,1543449600000,,,,1035284.3319743425,195254.80671867728,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,415,,,,,,,,,,1543449600000,,,,1041627.3212568462,198275.48637284338,,,,,142,,,"Quick Kurb to Stopbar, 6' & 10' Rubber Speed Bumps"
,,,,,,,,,421,,,,,,,,,,1543449600000,,,,1032524.8985168338,212922.94329833984,,,,,142,,,Wedge markings & 6' Rubber Speed Bump
,,,,,,,,,428,,,,,,,,,,1543622400000,,,,985517.1890547574,200600.72122366726,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,430,,,,,,,,,,1544054400000,,,,1017422.1078563333,211027.26172225177,,,,,142,,,"Daylighting, Box Markings,  10' & 19' Rubber Speed Bumps"
,,,,,,,,,441,,,,,,,,,,1544486400000,,,,994826.8584275097,177869.56228975952,,,,,142,,,Quick kurb to X-Walk & 6' Rubber Speed Bump
,,,,,,,,,449,,,,,,,,,,1543881600000,,,,996099.1721558422,190917.58803091943,,,,,142,,,Daylighting & Box markings & Flexible Delineators
,,,,,,,,,459,,,,,,,,,,1543449600000,,,,1032479.5905365944,210858.57767641544,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump
,,,,,,,,,460,,,,,,,,,,1543449600000,,,,1032554.3147965968,210335.09775225818,,,,,142,,,Quick Kurb to X-Walk & 10' Rubber Speed Bump
,,,,,,,,,461,,,,,,,,,,1544054400000,,,,941449.7949062586,133962.47064217925,,,,,142,,,Quick Kurb to X-Walk
,,,,,,,,,463,,,,,,,,,,1544659200000,,,,1010345.4684663415,172546.44071817398,,,,,142,,,Quick Kurb to X-Walk & 6' Rubber Speed Bumps
,,,,,,,,,469,,,,,,,,,,1544659200000,,,,993917.8707441688,166897.21349959075,,,,,142,,,Quick Kurb to Stopbar and 10' & 6' Rubber Speed Bumps
,,,,,,,,,477,,,,,,,,,,1543881600000,,,,994206.1339471787,187404.20988708735,,,,,142,,,Wedge Markings & Flexible Delineators
,,,,,,,,,478,,,,,,,,,,1544054400000,,,,998741.0041425079,189953.44953925908,,,,,142,,,Slow Turn Box with 10' Rubber Speed Bumps
,,,,,,,,,484,,,,,,,,,,1523491200000,,,,990253.2028766721,214016.40272559226,,,,,142,,,Slow Turn Box & 6' Rubber Speed Bump
,,,,,,,,,489,,,,,,,,,,1532563200000,,,,1006557.5268952549,180469.50558067858,,,,,142,,,Quick Kurb to crosswalk & 6' Rubber Speed Bump to crosswalk
,,,,,,,,,492,,,,,,,,,,1544486400000,,,,1024912.4701721668,198293.07820117474,,,,,142,,,19' Rubber Speed Bump
,,,,,,,,,500,,,,,,,,,,1544054400000,,,,997183.3104075044,187255.55139175057,,,,,142,,,"6', 10' 19' Rubber Speed Bumps"
,,,,,,,,,510,,,,,,,,,,1543622400000,,,,991978.9408950061,218176.55811917782,,,,,142,,,"Daylighting, Box Markings, Flexible Delineators"
,,,,,,,,,514,,,,,,,,,,1544659200000,,,,1006742.3263944238,236129.19577024877,,,,,142,,,Quick Kurb to Sopbar & 10' Rubber Speed Bump
,,,,,,,,,517,,,,,,,,,,1543881600000,,,,990175.5094625056,169912.33542208374,,,,,142,,,"Quick Kurb, 10' & 6' Rubber Speed Bumps"
,,,,,,,,,521,,,,,,,,,,1543622400000,,,,989675.0252272636,208352.01707275212,,,,,142,,,Quick Kurb to stopbar & 6' Rubber Speed Bump
,,,,,,,,,528,,,,,,,,,,1543622400000,,,,996433.0002283454,220547.5376291722,,,,,142,,,"Daylighting, Box Markings, Flexible Delineators"
,,,,,,,,,538,,,,,,,,,,1544486400000,,,,1033237.384296596,215555.76316392422,,,,,142,,,Quick Kurb to X-Walk & 6' Rubber Speed Bump
,,,,,,,,,542,,,,,,,,,,1544486400000,,,,996606.2085433453,165508.3842562586,,,,,142,,,Quick Kurb to X-Walk & 6' Rubber Speed Bump
,,,,,,,,,551,,,,,,,,,,1543622400000,,,,998004.5554841757,221839.3034183383,,,,,142,,,"Daylighting, Box Markings, Flexible Delineators"
,,,,,,,,,552,,,,,,,,,,1544572800000,,,,1001112.0033375025,238627.70094384253,,,,,142,,,Median Extension with markings and delineators
,,,,,,,,,568,,,,,,,,,,1543622400000,,,,988594.617283091,219753.6186133325,,,,,142,,,"Daylighting, Box Markings, 6' & 10' Rubber Speed Bumps"
,,,,,,,,,569,,,,,,,,,,1544486400000,,,,991082.7812700123,209343.93503642082,,,,,142,,,"Daylighting, Box Markings, 6' & 10' Rubber Speed Bumps"
,,,,,,,,,574,,,,,,,,,,1543622400000,,,,995787.8384609222,216362.95085400343,,,,,142,,,Quick Kurb to Crosswalk
,,,,,,,,,581,,,,,,,,,,1539820800000,,,,1025245.700804919,192030.57793092728,,,,,142,,,Quick Kurb to X-walk and 6' RSB extending into intersection
,,,,,,,,,584,,,,,,,,,,1544054400000,,,,998877.070143342,194347.96470034122,,,,,142,,,19' Rubber Speed
,,,,,,,,,585,,,,,,,,,,1543449600000,,,,1039051.483232677,193592.7398328334,,,,,142,,,"Quick Kurb to Stopbar, 6' & 10' Rubber Speed Bumps"
,,,,,,,,,586,,,,,,,,,,1523491200000,,,,1001325.6544850022,186946.73311175406,,,,,142,,,10' Rubber Speed Bump to stopbar & 6' Rubber Speed Bump into intersection
,,,,,,,,,610,,,,,,,,,,1523491200000,,,,1012650.4901030064,197148.85804867744,,,,,142,,,10' RUbber SPeed Bump to Crosswalk & 6' Rubber Speed Bump into intersection
,,,,,,,,,612,,,,,,,,,,1537833600000,,,,984976.0877747536,156482.09686267376,,,,,142,,,Quick Kurb to X-walk
,,,,,,,,,618,,,,,,,,,,1535155200000,,,,1050016.6086120903,207967.8682347536,,,,,142,,,HC Basic
,,,,,,,,,621,,,,,,,,,,1543622400000,,,,988270.6513955891,213591.60009750724,,,,,142,,,"Daylighting, Wedge Markinjgs, 6' Rubber Speed Bumps"
,,,,,,,,,627,,,,,,,,,,1529712000000,,,,1016781.2692430019,214676.33578892052,,,,,142,,,Quick Kurb to Stopbar & 10' Rubber Speed Bump to crosswalk
,,,,,,,,,629,,,,,,,,,,1543622400000,,,,988288.1119905859,209414.59762474895,,,,,142,,,"Daylighting, Wedge markings, Flexible Delineators, 6' Rubber Speed Bumps"
,,,,,,,,,630,,,,,,,,,,1543622400000,,,,996550.9068166763,223271.66275833547,,,,,142,,,"Daylighting, Box Markings, Flexible Delineators, Quick Kurb, Pegatracks"
,,,,,,,,,631,,,,,,,,,,1543881600000,,,,984988.9125522524,157344.90681684017,,,,,142,,,Quick Kurb & 6' Rubber Speed Bump
,,,,,,,,,633,,,,,,,,,,1523491200000,,,,988213.6862864196,210339.00194391608,,,,,142,,,Slow Turn Box with 6' Rubber Speed Bump
,,,,,,,,,637,,,,,,,,,,1544054400000,,,,947956.6585329175,162474.80764625967,,,,,142,,,"Wedge Markings, Quick Kurb to X-Walk, 10' Rubber Speed Bumps"
,,,,,,,,,640,,,,,,,,,,1523491200000,,,,1034070.3977224231,195138.94737033546,,,,,142,,,"Daylighting, Box markings, (2) 6' Rubber Speed Bumps & (1) 19' Rubber Speed Bump"
,,,,,,,,,3,,,,,,,,,,1576713600000,,,,1000537.7590791732,245018.3243174255,,,,,143,,,Right Turn Treatment
,,,,,,,,,7,,,,,,,,,,1558569600000,,,,984450.2062805891,158768.09950850904,,,,,143,,,Right Turn Treatment
,,,,,,,,,9,,,,,,,,,,1576800000000,,,,1032877.8837032616,219596.95882166922,,,,,143,,,Right Turn Treatment
,,,,,,,,,12,,,,,,,,,,1576713600000,,,,998750.836800009,239936.13336634636,,,,,143,,,Right Turn Treatment
,,,,,,,,,13,,,,,,,,,,1576454400000,,,,998104.8177508414,178068.604870677,,,,,143,,,Right Turn Treatment
,,,,,,,,,17,,,,,,,,,,1577059200000,,,,987754.6747372597,160834.11571767926,,,,,143,,,Right Turn Treatment
,,,,,,,,,22,,,,,,,,,,1576022400000,,,,989606.5706397593,162755.93274016678,,,,,143,,,HC Basic
,,,,,,,,,47,,,,,,,,,,1576713600000,,,,1033464.5229499191,194995.42075450718,,,,,143,,,Rubber Speed Bumps to Intersection
,,,,,,,,,57,,,,,,,,,,1576108800000,,,,935196.1627285033,137697.21054799855,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,58,,,,,,,,,,1548720000000,,,,938594.1995675862,137271.11461542547,,,,,143,,,Basic Hardened Centerline
,,,,,,,,,83,,,,,,,,,,1573603200000,,,,991459.3654905856,168368.35557042062,,,,,143,,,"Daylighting, Wedge Box & Rubber Speed Bumps"
,,,,,,,,,89,,,,,,,,,,1566259200000,,,,990143.4429255873,220690.54259251058,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,90,,,,,,,,,,1566259200000,,,,991569.4699291736,223262.74873417616,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,92,,,,,,,,,,1576800000000,,,,993379.3875691742,220706.96316334605,,,,,143,,,"Daylighting, box  markings, rubber speed bumps"
,,,,,,,,,105,,,,,,,,,,1576713600000,,,,1046740.3356370926,187276.19767592847,,,,,143,,,Rubber Speed Bumps to Intersection
,,,,,,,,,112,,,,,,,,,,1576540800000,,,,1003963.3627922535,255062.95514675975,,,,,143,,,Rubber Speed Bump to the crosswalk
,,,,,,,,,128,,,,,,,,,,1577750400000,,,,1059820.164792344,214821.3551839292,,,,,143,,,Rubber Speed Bumps into Intersection
,,,,,,,,,130,,,,,,,,,,1576540800000,,,,1000475.610253334,241998.63580299914,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,131,,,,,,,,,,1576713600000,,,,993830.623543337,233897.71073192358,,,,,143,,,Rubber Speed Bumps to Intersection
,,,,,,,,,136,,,,,,,,,,1572307200000,,,,976379.8979461789,166179.98724375665,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,139,,,,,,,,,,1575590400000,,,,993664.7741375118,168637.5840345919,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,140,,,,,,,,,,1575590400000,,,,994296.7938708365,164282.9306704253,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,141,,,,,,,,,,1575590400000,,,,994169.6943875104,165155.2222329229,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,167,,,,,,,,,,1565222400000,,,,1005001.5195085853,193622.80210867524,,,,,143,,,HC Basic
,,,,,,,,,179,,,,,,,,,,1576195200000,,,,1034836.9345751703,237730.2224238366,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,188,,,,,,,,,,1565827200000,,,,984857.6067125052,207434.33025984466,,,,,143,,,Slow Turn Wedge
,,,,,,,,,189,,,,,,,,,,1565827200000,,,,984199.2619005889,208100.6960530877,,,,,143,,,Slow Turn Wedge
,,,,,,,,,192,,,,,,,,,,1576454400000,,,,1008933.5129569173,249674.322223261,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,198,,,,,,,,,,1576108800000,,,,952098.415341258,160393.52932851017,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,208,,,,,,,,,,1576108800000,,,,991153.7886739224,190552.81841926277,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,215,,,,,,,,,,1576108800000,,,,983783.4293989241,200041.4014761746,,,,,143,,,"Daylighting, wedge markings and rubber speed bumps"
,,,,,,,,,217,,,,,,,,,,1565827200000,,,,985879.9442347586,207170.86851641536,,,,,143,,,Slow Turn Wedge
,,,,,,,,,249,,,,,,,,,,1576454400000,,,,985837.8908411711,199996.5419858396,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,250,,,,,,,,,,1576454400000,,,,986961.1855105907,199553.64326533675,,,,,143,,,Rubber SPeed Bumps into Intersection
,,,,,,,,,252,,,,,,,,,,1575936000000,,,,994979.459828347,158089.52803100646,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,253,,,,,,,,,,1575936000000,,,,994926.3759450018,158970.42850017548,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,254,,,,,,,,,,1575849600000,,,,994876.0545233339,159826.94581601024,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,255,,,,,,,,,,1575936000000,,,,995376.6178266704,151302.42907242477,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,257,,,,,,,,,,1575936000000,,,,995216.122740835,154032.4790585041,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,258,,,,,,,,,,1575936000000,,,,995124.1905100048,155595.3532293439,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,271,,,,,,,,,,1576108800000,,,,996546.4416025132,187436.0923692584,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,273,,,,,,,,,,1576454400000,,,,998156.3465191722,187679.98951925337,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,279,,,,,,,,,,1574121600000,,,,999799.6995316744,198551.66036117077,,,,,143,,,Hardened Centerline Basic
,,,,,,,,,282,,,,,,,,,,1576454400000,,,,982965.1698805839,202085.147060588,,,,,143,,,Rubber Speed Bump into intersection
,,,,,,,,,285,,,,,,,,,,1576108800000,,,,986737.9608914256,202921.67130617797,,,,,143,,,Basic & Median Extension
,,,,,,,,,287,,,,,,,,,,1565827200000,,,,987533.3497205973,205951.46150642633,,,,,143,,,Slow Turn Wedge
,,,,,,,,,289,,,,,,,,,,1565827200000,,,,988284.2110797614,205839.5785280913,,,,,143,,,Slow Turn Wedge
,,,,,,,,,296,,,,,,,,,,1546905600000,,,,984892.4944380075,213063.89085109532,,,,,143,,,Bike Island Channelization Box & Delineators
,,,,,,,,,301,,,,,,,,,,1576713600000,,,,985906.8864380866,214900.18671917915,,,,,143,,,"Daylighting, Bike Island Channelization & Rubber Speed Bumps"
,,,,,,,,,305,,,,,,,,,,1576627200000,,,,988143.6995497644,213366.28591558337,,,,,143,,,"Daylighting, Wedge Markings and Rubber Speed Bumps"
,,,,,,,,,309,,,,,,,,,,1546905600000,,,,990177.8227780908,210722.0195505917,,,,,143,,,"Daylighting, Wedge Markings & 2 Rubber Speed Bumps"
,,,,,,,,,317,,,,,,,,,,1576713600000,,,,993865.0033958405,215914.9386266768,,,,,143,,,Rubber Speed Bumps to Crosswalk
,,,,,,,,,335,,,,,,,,,,1576108800000,,,,1002458.8805650026,186866.51345592737,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,342,,,,,,,,,,1570492800000,,,,1005597.1548002511,234065.54832275212,,,,,143,,,Rubber Speed Bumps into intersection
,,,,,,,,,345,,,,,,,,,,1576195200000,,,,1009588.2324480116,249449.230809927,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,362,,,,,,,,,,1576540800000,,,,1024070.1486940831,211071.74326059222,,,,,143,,,"Daylighting, Wedge Markings & Rubber Speed Bumps"
,,,,,,,,,367,,,,,,,,,,1576800000000,,,,1032877.8837032616,219596.95882166922,,,,,143,,,HC Basic
,,,,,,,,,375,,,,,,,,,,1576800000000,,,,997802.4627125114,198300.94563950598,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,376,,,,,,,,,,1576108800000,,,,987296.1290664226,201153.30870117247,,,,,143,,,Mediann extension markings and rubber speed bumps
,,,,,,,,,377,,,,,,,,,,1546905600000,,,,988733.8850491792,202128.96947950125,,,,,143,,,Median Channelization & Delineators
,,,,,,,,,384,,,,,,,,,,1575936000000,,,,995262.8975816667,153250.43009766936,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,385,,,,,,,,,,1575849600000,,,,994833.0592025071,160547.68584433198,,,,,143,,,Rubber Speed Bump Into Intersection
,,,,,,,,,401,,,,,,,,,,1576627200000,,,,986627.8626864254,210628.45346476138,,,,,143,,,"Daylighting, Bike Island Channelization & Rubber speed Bumps"
,,,,,,,,,409,,,,,,,,,,1576627200000,,,,1003311.2374560833,182295.53867401183,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,410,,,,,,,,,,1577750400000,,,,1000351.3027591705,194574.89994201064,,,,,143,,,Rubber Speed Bumps into Intersection & crosswalk
,,,,,,,,,422,,,,,,,,,,1563926400000,,,,1033927.1824576706,218034.37992583215,,,,,143,,,Quick Kurb to Crosswalk
,,,,,,,,,425,,,,,,,,,,1576627200000,,,,1018609.6940638423,207311.75078058243,,,,,143,,,"Median Extension Markings, Rubber Speed Bumps"
,,,,,,,,,429,,,,,,,,,,1565827200000,,,,989556.3647034168,205135.115042001,,,,,143,,,Slow Turn Wedge
,,,,,,,,,432,,,,,,,,,,1565827200000,,,,987011.8684800863,206238.83330701292,,,,,143,,,Slow Turn Wedge
,,,,,,,,,445,,,,,,,,,,1570752000000,,,,1043652.2410915047,190368.9634720087,,,,,143,,,HC Basic
,,,,,,,,,447,,,,,,,,,,1576022400000,,,,995416.4668283463,150617.95504766703,,,,,143,,,Rubber Speed Bump to crosswalk
,,,,,,,,,457,,,,,,,,,,1576713600000,,,,997493.3229108453,220912.3859808445,,,,,143,,,"Daylighting, Bike Island Channelization & Rubber Speed Bumps"
,,,,,,,,,468,,,,,,,,,,1576108800000,,,,941091.2949670851,160984.39428851008,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,482,,,,,,,,,,1546905600000,,,,990139.8044814169,201568.5047211796,,,,,143,,,Median Channelization & Delineators
,,,,,,,,,488,,,,,,,,,,1577059200000,,,,1000109.3114452511,157993.84252683818,,,,,143,,,"Daylighting, Box markings & Rubber Speed Bumps"
,,,,,,,,,490,,,,,,,,,,1546905600000,,,,1019038.2955688387,188848.75358591974,,,,,143,,,"Daylighting, Wedge Markings, 6' Rubber Speed Bumps"
,,,,,,,,,491,,,,,,,,,,1577750400000,,,,1027751.4963182509,184198.17233592272,,,,,143,,,Rubber Soeed Bumps into intersection
,,,,,,,,,494,,,,,,,,,,1546905600000,,,,1001337.6426500082,229397.0832502544,,,,,143,,,"Box Markings, Flexible Delineator"
,,,,,,,,,496,,,,,,,,,,1576540800000,,,,1027168.4955157638,203196.52311867476,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,509,,,,,,,,,,1576108800000,,,,990877.4896858335,190566.95553009212,,,,,143,,,"Daylighting, box markings and rubber sspeed bumps"
,,,,,,,,,516,,,,,,,,,,1576108800000,,,,947556.9480462521,161015.95885792375,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,529,,,,,,,,,,1576800000000,,,,1004077.3809369206,217417.770266667,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,535,,,,,,,,,,1576627200000,,,,1021783.4341074228,205603.6997347623,,,,,143,,,"Median Extension Markings, Rubber Speed Bumps"
,,,,,,,,,540,,,,,,,,,,1576800000000,,,,1000766.9118360877,198397.88114117086,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,553,,,,,,,,,,1576540800000,,,,1002350.5113591701,200581.77769200504,,,,,143,,,Rubber Speed Bump to Intersection
,,,,,,,,,558,,,,,,,,,,1576108800000,,,,993138.4234841764,187089.37062175572,,,,,143,,,Rubber Speed Bump to Crosswalk
,,,,,,,,,561,,,,,,,,,,1565827200000,,,,986247.4041297585,206664.0585064292,,,,,143,,,Slow Turn Wedge
,,,,,,,,,572,,,,,,,,,,1576713600000,,,,993123.4044853449,213021.08647476137,,,,,143,,,Rubber Speed Bump at existing BIchann. location
,,,,,,,,,573,,,,,,,,,,1546905600000,,,,993626.476970002,213936.52427642047,,,,,143,,,Bike Island Channelization & Delineators
,,,,,,,,,575,,,,,,,,,,1576713600000,,,,1045792.9723743349,199502.57053284347,,,,,143,,,Rubber Speed Bumps to Intersection
,,,,,,,,,577,,,,,,,,,,1576713600000,,,,1000328.6289200038,226031.10573025048,,,,,143,,,"Daylighting, Bike Island Channelization & Rubber Speed Bumps"
,,,,,,,,,590,,,,,,,,,,1576108800000,,,,989555.9736280888,211702.85420309007,,,,,143,,,"Daylighting, Box Markings and rubber speed bumps"
